dim,forward_kl_mean_reward,best_wasserstein_lambda,best_wasserstein_reward,best_partial_lambda,best_partial_reward,best_unbalanced_lambda,best_unbalanced_reward,all_ot_beat_kl
3,-0.9875794053077698,0.03,-0.940819263458252,0.1,-0.9322808384895325,0.03,-0.9242329001426697,1
